RecordID,Date,Year,Month,YearMonth,Type,Category,Department,Actual,Budget,Variance
R00279,2022-09-01,2022,9,2022-09,Revenue,Licensing,Operations,71839.35,64750.18,7089.17
R00280,2022-09-01,2022,9,2022-09,Expense,Salaries,Sales,117398.63,119427.15,-2028.52
R00281,2022-09-01,2022,9,2022-09,Expense,Software & Tools,Sales,8145.63,7975.76,169.87
R00282,2022-09-01,2022,9,2022-09,Expense,Professional Services,Sales,6876.17,6893.02,-16.86
R00283,2022-09-01,2022,9,2022-09,Expense,Salaries,Marketing,89122.21,88234.84,887.37
R00284,2022-09-01,2022,9,2022-09,Expense,Marketing Spend,Marketing,53792.48,58314.66,-4522.17
R00285,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,Marketing,11862.99,12941.46,-1078.46
R00286,2022-09-01,2022,9,2022-09,Expense,Software & Tools,Marketing,7245.13,7851.47,-606.34
R00287,2022-09-01,2022,9,2022-09,Expense,Professional Services,Marketing,5969.92,6499.01,-529.09
R00288,2022-09-01,2022,9,2022-09,Expense,Office Supplies,Marketing,1722.56,1993.53,-270.97
R00289,2022-09-01,2022,9,2022-09,Expense,Salaries,Operations,82406.33,79447.11,2959.22
R00290,2022-09-01,2022,9,2022-09,Expense,Marketing Spend,Operations,25168.89,25929.09,-760.19
R00291,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,Operations,11882.32,11610.25,272.07
R00292,2022-09-01,2022,9,2022-09,Expense,Office Supplies,Operations,2246.2,1854.43,391.77
R00293,2022-09-01,2022,9,2022-09,Expense,Training,Operations,2902.47,2819.73,82.74
R00294,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,IT,12318.8,12926.07,-607.28
R00295,2022-09-01,2022,9,2022-09,Expense,Salaries,HR,82490.3,89594.43,-7104.13
R00296,2022-09-01,2022,9,2022-09,Expense,Marketing Spend,HR,27479.82,23481.36,3998.46
R00297,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,HR,11582.73,11110.53,472.2
R00298,2022-09-01,2022,9,2022-09,Expense,Training,HR,3016.43,3046.69,-30.26
R00299,2022-09-01,2022,9,2022-09,Expense,Salaries,Finance,78885.95,85207.37,-6321.42
R00300,2022-09-01,2022,9,2022-09,Expense,Marketing Spend,Finance,28722.52,26589.74,2132.77
R00301,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,Finance,12442.57,12475.91,-33.34
R00302,2022-09-01,2022,9,2022-09,Expense,Software & Tools,Finance,8947.81,8460.96,486.85
R00303,2022-09-01,2022,9,2022-09,Expense,Travel,Finance,4836.75,4818.37,18.39
R00304,2022-09-01,2022,9,2022-09,Expense,Professional Services,Finance,6043.19,7394.46,-1351.27
R00305,2022-09-01,2022,9,2022-09,Expense,Office Supplies,Finance,1897.43,2138.11,-240.68
R00306,2022-09-01,2022,9,2022-09,Expense,Salaries,R&D,102300.32,101749.85,550.47
R00307,2022-09-01,2022,9,2022-09,Expense,Rent & Utilities,R&D,12117.37,12887.27,-769.91
R00308,2022-09-01,2022,9,2022-09,Expense,Software & Tools,R&D,8946.75,8629.09,317.66
R00309,2022-09-01,2022,9,2022-09,Expense,Travel,R&D,5574.36,5012.86,561.5
R00310,2022-10-01,2022,10,2022-10,Revenue,Product Sales,Sales,259376.92,266035.8,-6658.88
R00311,2022-10-01,2022,10,2022-10,Revenue,Service Revenue,Sales,147780.32,139499.22,8281.1
R00312,2022-10-01,2022,10,2022-10,Revenue,Subscription,Sales,157047.39,165308.77,-8261.38
R00313,2022-10-01,2022,10,2022-10,Revenue,Licensing,Operations,69360.27,65437.17,3923.1
R00314,2022-10-01,2022,10,2022-10,Expense,Salaries,Sales,126103.97,113082.78,13021.19
R00315,2022-10-01,2022,10,2022-10,Expense,Software & Tools,Sales,8909.77,7366.59,1543.19
R00316,2022-10-01,2022,10,2022-10,Expense,Professional Services,Sales,7858.27,6441.25,1417.02
R00317,2022-10-01,2022,10,2022-10,Expense,Salaries,Marketing,77174.89,79343.74,-2168.85
R00318,2022-10-01,2022,10,2022-10,Expense,Marketing Spend,Marketing,55987.43,51619.43,4368.01
R00319,2022-10-01,2022,10,2022-10,Expense,Rent & Utilities,Marketing,10232.66,12611.86,-2379.2
R00320,2022-10-01,2022,10,2022-10,Expense,Software & Tools,Marketing,7480.02,7383.59,96.44
R00321,2022-10-01,2022,10,2022-10,Expense,Travel,Marketing,5510.18,4913.72,596.46
R00322,2022-10-01,2022,10,2022-10,Expense,Professional Services,Marketing,7532.77,7323.46,209.3
R00323,2022-10-01,2022,10,2022-10,Expense,Office Supplies,Marketing,2162.51,2143.14,19.38
R00324,2022-10-01,2022,10,2022-10,Expense,Training,Marketing,3243.89,3100.11,143.77
R00325,2022-10-01,2022,10,2022-10,Expense,Salaries,Operations,73726.97,79215.84,-5488.87
R00326,2022-10-01,2022,10,2022-10,Expense,Travel,Operations,5221.36,5075.52,145.84
R00327,2022-10-01,2022,10,2022-10,Expense,Professional Services,Operations,6087.81,7360.09,-1272.28
R00328,2022-10-01,2022,10,2022-10,Expense,Office Supplies,Operations,2191.27,1920.8,270.47
R00329,2022-10-01,2022,10,2022-10,Expense,Training,Operations,2693.04,2984.9,-291.85
R00330,2022-10-01,2022,10,2022-10,Expense,Marketing Spend,IT,27656.57,25108.1,2548.48
R00331,2022-10-01,2022,10,2022-10,Expense,Software & Tools,IT,15868.57,15028.58,839.99
R00332,2022-10-01,2022,10,2022-10,Expense,Travel,IT,4447.0,5294.44,-847.44
R00333,2022-10-01,2022,10,2022-10,Expense,Office Supplies,IT,2138.76,2131.05,7.71
R00334,2022-10-01,2022,10,2022-10,Expense,Rent & Utilities,HR,11323.03,11655.83,-332.8
R00335,2022-10-01,2022,10,2022-10,Expense,Professional Services,HR,7773.06,7240.71,532.34
R00336,2022-10-01,2022,10,2022-10,Expense,Training,HR,3038.91,2836.44,202.47
R00337,2022-10-01,2022,10,2022-10,Expense,Salaries,Finance,74574.69,80289.75,-5715.05
R00338,2022-10-01,2022,10,2022-10,Expense,Marketing Spend,Finance,25227.66,23071.45,2156.21
R00339,2022-10-01,2022,10,2022-10,Expense,Software & Tools,Finance,8988.41,8598.41,389.99
R00340,2022-10-01,2022,10,2022-10,Expense,Travel,Finance,4943.15,4600.99,342.16
R00341,2022-10-01,2022,10,2022-10,Expense,Training,Finance,3052.57,2868.26,184.31
R00342,2022-10-01,2022,10,2022-10,Expense,Salaries,R&D,115522.87,107422.36,8100.51
R00343,2022-10-01,2022,10,2022-10,Expense,Rent & Utilities,R&D,13743.67,11327.19,2416.47
R00344,2022-10-01,2022,10,2022-10,Expense,Software & Tools,R&D,8433.1,7866.3,566.8
R00345,2022-11-01,2022,11,2022-11,Revenue,Product Sales,R&D,287879.78,270260.15,17619.63
R00346,2022-11-01,2022,11,2022-11,Revenue,Service Revenue,Sales,136407.07,131633.86,4773.21
R00347,2022-11-01,2022,11,2022-11,Revenue,Subscription,R&D,156610.65,174340.99,-17730.34
R00348,2022-11-01,2022,11,2022-11,Revenue,Licensing,Sales,64900.25,65684.61,-784.36
R00349,2022-11-01,2022,11,2022-11,Expense,Marketing Spend,Sales,23698.46,25070.85,-1372.39
R00350,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,Sales,11462.26,11103.75,358.51
R00351,2022-11-01,2022,11,2022-11,Expense,Software & Tools,Sales,7752.62,7529.88,222.74
R00352,2022-11-01,2022,11,2022-11,Expense,Training,Sales,2700.73,2810.19,-109.46
R00353,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,Marketing,13570.36,11139.78,2430.58
R00354,2022-11-01,2022,11,2022-11,Expense,Software & Tools,Marketing,8501.75,8474.84,26.9
R00355,2022-11-01,2022,11,2022-11,Expense,Office Supplies,Marketing,2188.9,1865.64,323.26
R00356,2022-11-01,2022,11,2022-11,Expense,Salaries,Operations,93091.09,84351.53,8739.56
R00357,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,Operations,12833.72,11196.73,1636.99
R00358,2022-11-01,2022,11,2022-11,Expense,Software & Tools,Operations,7393.05,7564.22,-171.17
R00359,2022-11-01,2022,11,2022-11,Expense,Professional Services,Operations,7999.32,6817.32,1181.99
R00360,2022-11-01,2022,11,2022-11,Expense,Office Supplies,Operations,2173.82,2050.79,123.03
R00361,2022-11-01,2022,11,2022-11,Expense,Training,Operations,3049.83,3105.22,-55.39
R00362,2022-11-01,2022,11,2022-11,Expense,Salaries,IT,97656.51,91457.19,6199.33
R00363,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,IT,12648.82,11178.62,1470.2
R00364,2022-11-01,2022,11,2022-11,Expense,Software & Tools,IT,13353.19,14313.88,-960.69
R00365,2022-11-01,2022,11,2022-11,Expense,Training,IT,2861.34,2938.1,-76.76
R00366,2022-11-01,2022,11,2022-11,Expense,Marketing Spend,HR,27752.74,25314.7,2438.03
R00367,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,HR,12810.93,11974.4,836.52
R00368,2022-11-01,2022,11,2022-11,Expense,Professional Services,HR,6531.34,7103.43,-572.09
R00369,2022-11-01,2022,11,2022-11,Expense,Training,HR,3110.67,3063.15,47.52
R00370,2022-11-01,2022,11,2022-11,Expense,Marketing Spend,Finance,26618.69,26636.13,-17.44
R00371,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,Finance,11055.16,12905.08,-1849.92
R00372,2022-11-01,2022,11,2022-11,Expense,Software & Tools,Finance,8850.52,7990.12,860.41
R00373,2022-11-01,2022,11,2022-11,Expense,Travel,Finance,5556.12,4956.24,599.88
R00374,2022-11-01,2022,11,2022-11,Expense,Professional Services,Finance,6704.39,7104.1,-399.71
R00375,2022-11-01,2022,11,2022-11,Expense,Office Supplies,Finance,1934.65,2150.21,-215.56
R00376,2022-11-01,2022,11,2022-11,Expense,Training,Finance,3141.06,2916.09,224.97
R00377,2022-11-01,2022,11,2022-11,Expense,Marketing Spend,R&D,28523.66,24815.16,3708.5
R00378,2022-11-01,2022,11,2022-11,Expense,Rent & Utilities,R&D,10464.59,11365.94,-901.35
R00379,2022-11-01,2022,11,2022-11,Expense,Software & Tools,R&D,7608.81,8420.97,-812.16
R00380,2022-11-01,2022,11,2022-11,Expense,Travel,R&D,4623.07,5093.72,-470.64
R00381,2022-11-01,2022,11,2022-11,Expense,Office Supplies,R&D,1800.57,1851.73,-51.16
R00382,2022-12-01,2022,12,2022-12,Revenue,Product Sales,Sales,278369.62,267160.51,11209.11
R00383,2022-12-01,2022,12,2022-12,Revenue,Service Revenue,R&D,148327.99,140601.86,7726.13
R00384,2022-12-01,2022,12,2022-12,Revenue,Subscription,Sales,194342.04,173307.5,21034.54
R00385,2022-12-01,2022,12,2022-12,Revenue,Licensing,Sales,59474.21,70218.89,-10744.68
R00386,2022-12-01,2022,12,2022-12,Expense,Salaries,Sales,134586.82,110229.1,24357.72
R00387,2022-12-01,2022,12,2022-12,Expense,Marketing Spend,Sales,24641.49,26735.5,-2094.01
R00388,2022-12-01,2022,12,2022-12,Expense,Rent & Utilities,Sales,12026.05,11119.82,906.23
R00389,2022-12-01,2022,12,2022-12,Expense,Software & Tools,Sales,9167.91,8595.35,572.56
R00390,2022-12-01,2022,12,2022-12,Expense,Travel,Sales,5677.72,5111.3,566.42
R00391,2022-12-01,2022,12,2022-12,Expense,Office Supplies,Sales,2009.36,1996.43,12.93
R00392,2022-12-01,2022,12,2022-12,Expense,Salaries,Marketing,73014.33,82387.85,-9373.52
R00393,2022-12-01,2022,12,2022-12,Expense,Rent & Utilities,Marketing,12624.36,12902.23,-277.87
R00394,2022-12-01,2022,12,2022-12,Expense,Software & Tools,Marketing,8414.25,7928.0,486.24
R00395,2022-12-01,2022,12,2022-12,Expense,Professional Services,Marketing,7404.51,7378.69,25.83
R00396,2022-12-01,2022,12,2022-12,Expense,Salaries,Operations,88005.1,90017.11,-2012.0
R00397,2022-12-01,2022,12,2022-12,Expense,Rent & Utilities,Operations,13551.42,12363.89,1187.52
R00398,2022-12-01,2022,12,2022-12,Expense,Travel,Operations,5238.33,4915.09,323.24
R00399,2022-12-01,2022,12,2022-12,Expense,Office Supplies,Operations,2094.71,2159.81,-65.11
R00400,2022-12-01,2022,12,2022-12,Expense,Training,Operations,3429.46,2955.32,474.14
R00401,2022-12-01,2022,12,2022-12,Expense,Professional Services,IT,6636.77,7187.7,-550.93
R00402,2022-12-01,2022,12,2022-12,Expense,Marketing Spend,HR,27383.76,23480.84,3902.92
R00403,2022-12-01,2022,12,2022-12,Expense,Rent & Utilities,HR,10220.73,11663.2,-1442.47
R00404,2022-12-01,2022,12,2022-12,Expense,Software & Tools,HR,7750.81,8250.2,-499.38
R00405,2022-12-01,2022,12,2022-12,Expense,Travel,HR,4923.04,4790.04,133.01
R00406,2022-12-01,2022,12,2022-12,Expense,Professional Services,HR,6427.27,6521.98,-94.71
R00407,2022-12-01,2022,12,2022-12,Expense,Marketing Spend,Finance,24098.39,26453.33,-2354.94
R00408,2022-12-01,2022,12,2022-12,Expense,Rent & Utilities,Finance,11925.05,11089.23,835.82
R00409,2022-12-01,2022,12,2022-12,Expense,Software & Tools,Finance,7712.47,7870.49,-158.02
R00410,2022-12-01,2022,12,2022-12,Expense,Professional Services,Finance,7226.6,7296.67,-70.07
R00411,2022-12-01,2022,12,2022-12,Expense,Marketing Spend,R&D,22718.33,23030.25,-311.92
R00412,2022-12-01,2022,12,2022-12,Expense,Travel,R&D,5640.55,4648.21,992.34
R00413,2022-12-01,2022,12,2022-12,Expense,Office Supplies,R&D,1760.85,1995.48,-234.63
R00414,2022-12-01,2022,12,2022-12,Expense,Training,R&D,2806.39,2907.5,-101.11
R00415,2023-01-01,2023,1,2023-01,Revenue,Product Sales,Operations,311262.24,291296.3,19965.94
R00416,2023-01-01,2023,1,2023-01,Revenue,Service Revenue,Sales,157195.16,156450.13,745.03
R00417,2023-01-01,2023,1,2023-01,Revenue,Subscription,Operations,215572.25,199691.48,15880.77
R00418,2023-01-01,2023,1,2023-01,Revenue,Licensing,Operations,66988.94,73853.83,-6864.89
R00419,2023-01-01,2023,1,2023-01,Expense,Marketing Spend,Sales,24403.17,27220.57,-2817.4
R00420,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,Sales,14044.07,12329.3,1714.77
R00421,2023-01-01,2023,1,2023-01,Expense,Software & Tools,Sales,9108.11,8151.62,956.49
R00422,2023-01-01,2023,1,2023-01,Expense,Travel,Sales,4595.19,4786.15,-190.96
R00423,2023-01-01,2023,1,2023-01,Expense,Office Supplies,Sales,2138.37,2177.76,-39.39
R00424,2023-01-01,2023,1,2023-01,Expense,Salaries,Marketing,84707.69,94140.92,-9433.24
R00425,2023-01-01,2023,1,2023-01,Expense,Software & Tools,Marketing,7825.94,8628.78,-802.84
R00426,2023-01-01,2023,1,2023-01,Expense,Salaries,Operations,86383.02,83491.8,2891.21
R00427,2023-01-01,2023,1,2023-01,Expense,Marketing Spend,Operations,28880.23,25887.23,2992.99
R00428,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,Operations,11276.1,12105.14,-829.04
R00429,2023-01-01,2023,1,2023-01,Expense,Software & Tools,Operations,7586.64,8503.65,-917.01
R00430,2023-01-01,2023,1,2023-01,Expense,Travel,Operations,5405.94,4832.63,573.31
R00431,2023-01-01,2023,1,2023-01,Expense,Professional Services,Operations,6787.6,7393.04,-605.44
R00432,2023-01-01,2023,1,2023-01,Expense,Training,Operations,3069.26,3232.08,-162.82
R00433,2023-01-01,2023,1,2023-01,Expense,Salaries,IT,84185.71,92907.79,-8722.09
R00434,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,IT,13998.28,13024.37,973.91
R00435,2023-01-01,2023,1,2023-01,Expense,Software & Tools,IT,15628.76,15205.43,423.32
R00436,2023-01-01,2023,1,2023-01,Expense,Travel,IT,4992.45,5069.84,-77.39
R00437,2023-01-01,2023,1,2023-01,Expense,Office Supplies,IT,2287.08,2136.44,150.64
R00438,2023-01-01,2023,1,2023-01,Expense,Training,IT,3251.2,3005.76,245.44
R00439,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,HR,12318.48,11861.64,456.84
R00440,2023-01-01,2023,1,2023-01,Expense,Software & Tools,HR,8016.68,8137.55,-120.87
R00441,2023-01-01,2023,1,2023-01,Expense,Professional Services,HR,6916.52,7373.74,-457.22
R00442,2023-01-01,2023,1,2023-01,Expense,Office Supplies,HR,2368.08,2124.91,243.16
R00443,2023-01-01,2023,1,2023-01,Expense,Salaries,Finance,85999.35,87306.51,-1307.16
R00444,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,Finance,11734.39,13440.93,-1706.54
R00445,2023-01-01,2023,1,2023-01,Expense,Software & Tools,Finance,8026.79,7813.92,212.87
R00446,2023-01-01,2023,1,2023-01,Expense,Professional Services,Finance,7798.0,7592.87,205.14
R00447,2023-01-01,2023,1,2023-01,Expense,Office Supplies,Finance,2187.05,1944.53,242.53
R00448,2023-01-01,2023,1,2023-01,Expense,Training,Finance,3389.48,3302.05,87.42
R00449,2023-01-01,2023,1,2023-01,Expense,Marketing Spend,R&D,23342.57,24182.53,-839.96
R00450,2023-01-01,2023,1,2023-01,Expense,Rent & Utilities,R&D,11459.23,12163.86,-704.63
R00451,2023-01-01,2023,1,2023-01,Expense,Software & Tools,R&D,7936.42,7972.63,-36.21
R00452,2023-01-01,2023,1,2023-01,Expense,Travel,R&D,5707.45,5016.71,690.73
R00453,2023-01-01,2023,1,2023-01,Expense,Training,R&D,3387.95,3157.23,230.72
R00454,2023-02-01,2023,2,2023-02,Revenue,Product Sales,R&D,306588.05,298478.43,8109.62
R00455,2023-02-01,2023,2,2023-02,Revenue,Service Revenue,Sales,155335.39,159898.4,-4563.01
R00456,2023-02-01,2023,2,2023-02,Revenue,Subscription,Operations,195413.79,208781.59,-13367.8
R00457,2023-02-01,2023,2,2023-02,Revenue,Licensing,R&D,79450.66,72735.35,6715.31
R00458,2023-02-01,2023,2,2023-02,Expense,Salaries,Sales,108200.37,121838.85,-13638.48
R00459,2023-02-01,2023,2,2023-02,Expense,Marketing Spend,Sales,27520.62,25359.77,2160.84
R00460,2023-02-01,2023,2,2023-02,Expense,Professional Services,Sales,8070.64,7772.43,298.21
R00461,2023-02-01,2023,2,2023-02,Expense,Office Supplies,Sales,2146.3,2168.13,-21.83
R00462,2023-02-01,2023,2,2023-02,Expense,Training,Sales,3122.4,3069.41,52.99
R00463,2023-02-01,2023,2,2023-02,Expense,Salaries,Marketing,84887.01,82292.23,2594.78
R00464,2023-02-01,2023,2,2023-02,Expense,Marketing Spend,Marketing,50939.45,61438.43,-10498.98
R00465,2023-02-01,2023,2,2023-02,Expense,Rent & Utilities,Marketing,14224.04,12345.21,1878.83
R00466,2023-02-01,2023,2,2023-02,Expense,Software & Tools,Marketing,8335.33,8239.48,95.85
R00467,2023-02-01,2023,2,2023-02,Expense,Travel,Marketing,5419.69,4963.74,455.95
R00468,2023-02-01,2023,2,2023-02,Expense,Training,Marketing,2709.42,3260.16,-550.73
R00469,2023-02-01,2023,2,2023-02,Expense,Salaries,Operations,76682.5,95399.39,-18716.89
R00470,2023-02-01,2023,2,2023-02,Expense,Marketing Spend,Operations,27521.27,28012.1,-490.83
R00471,2023-02-01,2023,2,2023-02,Expense,Rent & Utilities,Operations,11140.58,11723.98,-583.4
R00472,2023-02-01,2023,2,2023-02,Expense,Software & Tools,Operations,7324.21,8575.81,-1251.59
R00473,2023-02-01,2023,2,2023-02,Expense,Travel,Operations,5214.7,5613.25,-398.55
R00474,2023-02-01,2023,2,2023-02,Expense,Training,Operations,3235.97,3133.5,102.47
R00475,2023-02-01,2023,2,2023-02,Expense,Salaries,IT,78606.44,93868.13,-15261.69
R00476,2023-02-01,2023,2,2023-02,Expense,Marketing Spend,IT,23618.06,25449.88,-1831.82
R00477,2023-02-01,2023,2,2023-02,Expense,Rent & Utilities,IT,13706.3,12946.48,759.82
R00478,2023-02-01,2023,2,2023-02,Expense,Travel,IT,5069.2,5184.48,-115.28
R00479,2023-02-01,2023,2,2023-02,Expense,Professional Services,IT,6755.43,7583.19,-827.75
R00480,2023-02-01,2023,2,2023-02,Expense,Office Supplies,IT,2102.03,1985.22,116.81
R00481,2023-02-01,2023,2,2023-02,Expense,Training,IT,2877.76,3357.56,-479.79
R00482,2023-02-01,2023,2,2023-02,Expense,Rent & Utilities,HR,11018.85,12575.77,-1556.91
R00483,2023-02-01,2023,2,2023-02,Expense,Software & Tools,HR,9179.52,7784.97,1394.55
R00484,2023-02-01,2023,2,2023-02,Expense,Travel,HR,4654.08,5054.13,-400.05
R00485,2023-02-01,2023,2,2023-02,Expense,Office Supplies,HR,2002.55,2044.88,-42.33
R00486,2023-02-01,2023,2,2023-02,Expense,Training,HR,3386.78,3315.73,71.05
R00487,2023-02-01,2023,2,2023-02,Expense,Rent & Utilities,Finance,13184.38,12355.41,828.97
R00488,2023-02-01,2023,2,2023-02,Expense,Software & Tools,Finance,9170.82,7705.55,1465.26
R00489,2023-02-01,2023,2,2023-02,Expense,Professional Services,Finance,7579.65,7465.62,114.03
R00490,2023-02-01,2023,2,2023-02,Expense,Marketing Spend,R&D,26143.58,24544.7,1598.88
R00491,2023-02-01,2023,2,2023-02,Expense,Software & Tools,R&D,8769.85,7709.87,1059.97
R00492,2023-02-01,2023,2,2023-02,Expense,Travel,R&D,5537.46,4843.97,693.49
R00493,2023-02-01,2023,2,2023-02,Expense,Professional Services,R&D,6214.44,7811.73,-1597.29
R00494,2023-02-01,2023,2,2023-02,Expense,Training,R&D,2929.56,3044.97,-115.41
R00495,2023-03-01,2023,3,2023-03,Revenue,Product Sales,R&D,330714.43,315269.61,15444.82
R00496,2023-03-01,2023,3,2023-03,Revenue,Service Revenue,Operations,150942.36,157173.58,-6231.22
R00497,2023-03-01,2023,3,2023-03,Revenue,Subscription,Operations,223250.33,197921.1,25329.23
R00498,2023-03-01,2023,3,2023-03,Revenue,Licensing,Sales,68647.73,74324.81,-5677.08
R00499,2023-03-01,2023,3,2023-03,Expense,Salaries,Sales,133755.72,126228.54,7527.18
R00500,2023-03-01,2023,3,2023-03,Expense,Marketing Spend,Sales,23704.36,24424.97,-720.61
R00501,2023-03-01,2023,3,2023-03,Expense,Professional Services,Sales,6279.62,7825.7,-1546.07
R00502,2023-03-01,2023,3,2023-03,Expense,Training,Sales,3569.25,3170.86,398.39
R00503,2023-03-01,2023,3,2023-03,Expense,Travel,Marketing,4947.7,5556.17,-608.47
R00504,2023-03-01,2023,3,2023-03,Expense,Professional Services,Marketing,7000.81,7200.88,-200.07
R00505,2023-03-01,2023,3,2023-03,Expense,Office Supplies,Marketing,2150.47,2227.46,-76.98
R00506,2023-03-01,2023,3,2023-03,Expense,Training,Marketing,2765.73,2968.98,-203.25
R00507,2023-03-01,2023,3,2023-03,Expense,Rent & Utilities,Operations,13662.91,13201.58,461.32
R00508,2023-03-01,2023,3,2023-03,Expense,Professional Services,Operations,7837.01,7234.04,602.98
R00509,2023-03-01,2023,3,2023-03,Expense,Rent & Utilities,IT,12648.58,13447.79,-799.21
R00510,2023-03-01,2023,3,2023-03,Expense,Travel,IT,4677.11,4893.6,-216.49
R00511,2023-03-01,2023,3,2023-03,Expense,Training,IT,3125.48,3290.08,-164.6
R00512,2023-03-01,2023,3,2023-03,Expense,Marketing Spend,HR,26704.71,26034.78,669.93
R00513,2023-03-01,2023,3,2023-03,Expense,Rent & Utilities,HR,12723.44,12857.17,-133.72
R00514,2023-03-01,2023,3,2023-03,Expense,Office Supplies,HR,2056.01,1916.71,139.31
R00515,2023-03-01,2023,3,2023-03,Expense,Training,HR,3331.97,3365.51,-33.54
R00516,2023-03-01,2023,3,2023-03,Expense,Salaries,Finance,85787.63,92644.2,-6856.57
R00517,2023-03-01,2023,3,2023-03,Expense,Marketing Spend,Finance,26429.66,26969.58,-539.91
R00518,2023-03-01,2023,3,2023-03,Expense,Software & Tools,Finance,7959.04,8697.78,-738.74
R00519,2023-03-01,2023,3,2023-03,Expense,Professional Services,Finance,7850.0,6738.73,1111.27
R00520,2023-03-01,2023,3,2023-03,Expense,Training,Finance,3548.76,3054.08,494.68
R00521,2023-03-01,2023,3,2023-03,Expense,Salaries,R&D,102815.06,111345.61,-8530.54
R00522,2023-03-01,2023,3,2023-03,Expense,Software & Tools,R&D,8191.73,8615.62,-423.89
R00523,2023-03-01,2023,3,2023-03,Expense,Office Supplies,R&D,2025.48,2145.1,-119.63
R00524,2023-03-01,2023,3,2023-03,Expense,Training,R&D,3231.94,3047.86,184.07
R00525,2023-04-01,2023,4,2023-04,Revenue,Product Sales,R&D,335499.22,300618.24,34880.98
R00526,2023-04-01,2023,4,2023-04,Revenue,Service Revenue,R&D,180247.13,165558.4,14688.73
R00527,2023-04-01,2023,4,2023-04,Revenue,Subscription,R&D,187097.11,210586.18,-23489.07
R00528,2023-04-01,2023,4,2023-04,Revenue,Licensing,Operations,82159.02,74839.72,7319.3
R00529,2023-04-01,2023,4,2023-04,Expense,Rent & Utilities,Sales,11813.97,12752.54,-938.57
R00530,2023-04-01,2023,4,2023-04,Expense,Software & Tools,Sales,8807.76,8647.38,160.38
R00531,2023-04-01,2023,4,2023-04,Expense,Professional Services,Sales,7990.09,7303.64,686.44
R00532,2023-04-01,2023,4,2023-04,Expense,Office Supplies,Sales,1844.36,2158.38,-314.01
R00533,2023-04-01,2023,4,2023-04,Expense,Training,Sales,2999.65,2901.62,98.03
R00534,2023-04-01,2023,4,2023-04,Expense,Software & Tools,Marketing,7505.01,8503.11,-998.1
R00535,2023-04-01,2023,4,2023-04,Expense,Travel,Marketing,4698.07,5354.68,-656.6
R00536,2023-04-01,2023,4,2023-04,Expense,Marketing Spend,Operations,26511.29,27995.33,-1484.04
R00537,2023-04-01,2023,4,2023-04,Expense,Rent & Utilities,Operations,13229.74,12651.35,578.4
R00538,2023-04-01,2023,4,2023-04,Expense,Training,Operations,3450.15,2982.99,467.16
R00539,2023-04-01,2023,4,2023-04,Expense,Salaries,IT,87385.15,88129.93,-744.78
R00540,2023-04-01,2023,4,2023-04,Expense,Marketing Spend,IT,29411.36,26857.04,2554.32
R00541,2023-04-01,2023,4,2023-04,Expense,Software & Tools,IT,16790.7,15956.96,833.74
R00542,2023-04-01,2023,4,2023-04,Expense,Professional Services,IT,6313.1,6959.94,-646.84
R00543,2023-04-01,2023,4,2023-04,Expense,Office Supplies,IT,2016.87,2220.65,-203.78
R00544,2023-04-01,2023,4,2023-04,Expense,Training,IT,2664.54,3011.55,-347.0
R00545,2023-04-01,2023,4,2023-04,Expense,Salaries,HR,76102.35,85227.78,-9125.43
R00546,2023-04-01,2023,4,2023-04,Expense,Marketing Spend,HR,28239.59,27975.31,264.28
R00547,2023-04-01,2023,4,2023-04,Expense,Rent & Utilities,HR,12213.75,13168.48,-954.72
R00548,2023-04-01,2023,4,2023-04,Expense,Software & Tools,HR,7462.33,8790.03,-1327.7
R00549,2023-04-01,2023,4,2023-04,Expense,Travel,HR,5386.73,5251.58,135.15
R00550,2023-04-01,2023,4,2023-04,Expense,Professional Services,HR,6876.37,7596.66,-720.29
R00551,2023-04-01,2023,4,2023-04,Expense,Office Supplies,HR,1915.75,2157.36,-241.61
R00552,2023-04-01,2023,4,2023-04,Expense,Training,HR,2771.8,3310.76,-538.97
R00553,2023-04-01,2023,4,2023-04,Expense,Salaries,Finance,97095.07,92469.41,4625.66
R00554,2023-04-01,2023,4,2023-04,Expense,Rent & Utilities,Finance,14275.44,11771.07,2504.37
R00555,2023-04-01,2023,4,2023-04,Expense,Travel,Finance,4947.69,5040.84,-93.15
R00556,2023-04-01,2023,4,2023-04,Expense,Training,Finance,2672.62,3229.83,-557.2
R00557,2023-04-01,2023,4,2023-04,Expense,Salaries,R&D,100744.86,118298.72,-17553.87
